imdb_id	kind	reference_name
nm0092658	person	Bridget Boland
nm0092781	person	Sara Bolder
nm0092933	person	John A. Bolger, Jr.
nm0093116	person	Mike Bolles
nm0093555	person	Ray Bomba
nm0093783	person	John Bonar
nm0093927	person	Edward Bond
nm0094135	person	Beulah Bondi
nm0094355	person	Aline Bonetto
nm0094435	person	Bong Joon-ho
nm0094558	person	Vittorio Bonicelli
nm0094850	person	Mathilde Bonnefoy
nm0094911	person	John A. Bonner
nm0095089	person	Françoise Bonnot
nm0095104	person	Bono
nm0095374	person	Brad Booker
nm0095434	person	Philip S. J. Boole
nm0095589	person	Jon Boorstin
nm0095660	person	Charles G. Booth
nm0095804	person	Shirley Booth
nm0095914	person	Milan Bor
nm0096187	person	Gloria Borders
nm0097306	person	Osmond Borradaile
nm0097474	person	George Borshukov
nm0097491	person	Phillip Borsos
nm0097548	person	Aída Bortnik
nm0097648	person	Frank Borzage
nm0097975	person	Stienette Bosklopper
nm0098321	person	Nick Bosustow
nm0098322	person	Stephen Bosustow
nm0098353	person	Merideth Boswell
nm0098559	person	Perry Botkin Jr.
nm0098842	person	Alain Boublil
nm0099429	person	Daniel Boulanger
nm0099541	person	Pierre Boulle
nm0099753	person	Ludovic Bource
nm0099961	person	Jean Bourgoin
nm0099984	person	Serge Bourguignon
nm0100080	person	Mel Bourne
nm0100287	person	Phil Boutelje
nm0101115	person	William Bowers
nm0101155	person	Les Bowie
nm0101489	person	Betty Box
nm0101494	person	Euel Box
nm0101501	person	John Box
nm0101504	person	Muriel Box
nm0101508	person	Steve Box
nm0101511	person	Sydney Box
nm0101537	person	Nat Boxer
nm0101815	person	John Boyd
nm0101991	person	Philippa Boyens
nm0102030	person	François Boyer
nm0102110	person	Christopher Boyes
nm0102214	person	Charles P. Boyle
nm0102219	person	Consolata Boyle
nm0102231	person	Edward G. Boyle
nm0102316	person	Peter Boyle
nm0102327	person	Robert F. Boyle
nm0102508	person	Ron Bozman
nm0102547	person	Bruno Bozzetto
nm0102646	person	John Knatchbull, 7th Baron Brabourne
nm0102758	person	Frank Bracht
nm0102818	person	Charles Brackett
nm0102887	person	David Bradbury
nm0103099	person	William Bradford
nm0103567	person	Alice Brady
nm0104171	person	John Bramall
nm0104503	person	Millen Brand
nm0104783	person	Maryann Brandon
nm0105169	person	Ash Brannon
nm0105346	person	Gianluigi Braschi
nm0105600	person	Robert Bratton
nm0105754	person	Ewa Braun
nm0105881	person	Zev Braun
nm0106015	person	Charles Braverman
nm0106494	person	Veronica McAleer
nm0106505	person	Irving Brecher
nm0106650	person	Rob Bredow
nm0106764	person	Richard L. Breen
nm0106840	person	Martin Bregman
nm0107152	person	Frank Brendel
nm0107281	person	Eileen Brennan
nm0107447	person	Albert Brenner
nm0107463	person	David Brenner
nm0107509	person	Robbie Brenner
nm0107543	person	Herbert Brenon
nm0107663	person	Arrigo Breschi
nm0107724	person	Jerry Bresler
nm0107852	person	David Bretherton
nm0107954	person	Jonathan Brett
nm0107987	person	Raphael Bretton
nm0108094	person	Eric Brevig
nm0108613	person	Marshall Brickman
nm0108634	person	Leslie Bricusse
nm0108663	person	Joan Bridge
nm0108745	person	James Bridges
nm0108775	person	Mark Bridges
nm0109148	person	John Bright
nm0109149	person	John Bright
nm0109186	person	Simon Bright
nm0109300	person	John Briley
nm0109444	person	Paul Brincat
nm0109464	person	Bill Brind
nm0109549	person	Gary J. Brink
nm0109713	person	Ralph W. Brinton
nm0109815	person	Danielle Brisebois
nm0109924	person	Howard Bristol
nm0110086	person	Donald Brittain
nm0110212	person	Michael Britton
nm0110357	person	Graham Broadbent
nm0110482	person	Albert R. Broccoli
nm0110483	person	Barbara Broccoli
nm0110488	person	Brigitte Broch
nm0110519	person	Don Brochu
nm0110607	person	Lou Brock
nm0110762	person	Sid Brod
nm0110958	person	Oscar Brodney
nm0111004	person	Nicholas Brodzsky
nm0111208	person	Steve Broidy
nm0111247	person	Dea Brokman
nm0111318	person	Derek Bromhall
nm0111588	person	Konstantin Bronzit
nm0111965	person	Donald Brooks
nm0112032	person	Jack Brooks
nm0112072	person	Joseph Brooks
nm0112172	person	Nicholas Brooks
nm0112218	person	Richard Brooks
nm0113084	person	Barry Alexander Brown
nm0113094	person	Bernard B. Brown
nm0113164	person	Bruce Brown
nm0113198	person	Carlinhos Brown
nm0113284	person	Clarence Brown
nm0113360	person	David Brown
nm0113578	person	Frederick Brown
nm0113593	person	Garrett Brown
nm0113618	person	George Brown
nm0113689	person	Harry Brown
nm0113715	person	Hilyard M. Brown
nm0113819	person	Jeffrey D. Brown
nm0113878	person	John W. Brown
nm0114010	person	Kenneth G. Brown
nm0114016	person	Kerrie Brown
nm0114042	person	Kris Brown
nm0114095	person	Lew Brown
nm0114164	person	Malcolm Brown
nm0114207	person	Mark A. Brown
nm0114213	person	Martin Brown
nm0114397	person	Paul Brown
nm0114602	person	Rowland Brown
nm0114830	person	Treg Brown
nm0115038	person	Leslie Browne
nm0115244	person	David Brownlow
nm0115310	person	William Broyles, Jr.
nm0115537	person	Lisa Bruce
nm0115764	person	Pieter Jan Brugge
nm0116002	person	Joseph C. Brun
nm0116232	person	Dana Brunetti
nm0116369	person	Didier Brunner
nm0116497	person	John Bruno
nm0116901	person	Bill Bryan
nm0116961	person	John Bryan
nm0117031	person	Michael Bryans
nm0117290	person	Ian Bryce
nm0117450	person	David Bryson
nm0117530	person	Brasse Brännström
nm0117973	person	Ann Buchanan
nm0118202	person	Andrew Buckland
nm0118227	person	Sidney Buchman
nm0118333	person	Chris Buck
nm0118758	person	Robert Buckner
nm0119322	person	Conrad Buff IV
nm0119946	person	Alexander Bulkley
nm0120190	person	Walter Bullock
nm0120317	person	Henry Bumstead
nm0120645	person	Alexander Buono
nm0120658	person	Victor Buono
nm0120769	person	Lyle J. Burbridge
nm0121006	person	Chris Burdon
nm0121151	person	Brent Burge
nm0121281	person	Don Burgess
nm0121667	person	Edwin J. Burke
nm0121724	person	Jim Burke
nm0121741	person	Johnny Burke
nm0121781	person	Marcella Burke
nm0121807	person	Michèle Burke
nm0121849	person	Rodney Burke
nm0121888	person	Tim Burke
nm0122079	person	Robert Burks
nm0122178	person	Barney Burman
nm0122207	person	Thomas R. Burman
nm0122344	person	Charles Burnett
nm0122439	person	T Bone Burnett
nm0122446	person	W. R. Burnett
nm0122560	person	Allan Burns
nm0122610	person	Catherine Burns
nm0122675	person	George Burns
nm0122741	person	Ken Burns
nm0122943	person	Norman Burnstine
nm0123135	person	Timothy Burrill
nm0123178	person	Tony Burrough
nm0123202	person	Jim Burroughs
nm0123228	person	Milton Burrow
nm0123379	person	Nanette Burstein
nm0123426	person	Donald Graham Burt
nm0123492	person	Nestor Burtnyk
nm0123521	person	Bernard W. Burton
nm0123627	person	John W. Burton
nm0123666	person	Mark Burton
nm0123770	person	Willie D. Burton
nm0123785	person	Ben Burtt
nm0124002	person	Niven Busch
nm0124130	person	Gary Bush
nm0124151	person	John Bush
nm0124177	person	Nan Bush
nm0124276	person	Chris Bushman
nm0124832	person	Bill Butler
nm0124833	person	Bill Butler
nm0124862	person	Chris A. Butler
nm0124878	person	David Butler
nm0124918	person	Frank Butler
nm0124935	person	Greg Butler
nm0124947	person	Hugo Butler
nm0125022	person	Lawrence W. Butler
nm0125056	person	Matthew E. Butler
nm0125442	person	Jerry Butts
nm0126107	person	Alexandra Byrne
nm0126154	person	David Byrne
nm0126284	person	Rose Byrne
nm0126289	person	Seamus Byrne
nm0126716	person	Gabriel Béchir
nm0127429	person	Eugenio Caballero
nm0128050	person	Michael Cacoyannis
nm0128332	person	Jerome Cady
nm0128360	person	Adolph Caesar
nm0128361	person	Arthur Caesar
nm0128550	person	John Caglione, Jr.
nm0128997	person	Jeffrey Caine
nm0129326	person	Jorge Calandrelli
nm0129894	person	Louis Calhern
nm0130128	person	Colleen Callaghan
nm0130194	person	Gene Callahan
nm0130492	person	John Calley
nm0131333	person	Donn Cambern
nm0131624	person	John Cameron
nm0131947	person	Alessandro Camon
nm0132180	person	Alan Campbell
nm0132287	person	Charles L. Campbell
nm0132330	person	Colin Campbell
nm0132372	person	David E. Campbell
nm0132790	person	Robert Wright Campbell
nm0132922	person	W. Stewart Campbell
nm0133866	person	John Canemaker
nm0133958	person	Danny Cangemi
nm0134050	person	Antonella Cannarozzi
nm0134148	person	Greg Cannom
nm0134278	person	Vince Cannon
nm0134284	person	William H. Cannon
nm0134382	person	Milena Canonero
nm0134417	person	Jason Canovas
nm0134481	person	Gene Cantamessa
nm0134483	person	Steve Cantamessa
nm0134662	person	Eddie Cantor
nm0134682	person	Steven Cantor
nm0134831	person	Yakima Canutt
nm0134922	person	Peter Capaldi
nm0135242	person	Ted Caplan
nm0135296	person	Jim Capobianco
nm0135974	person	Cheryl Carasik
nm0136260	person	Philippe Carcassonne
nm0136797	person	Steve Carell
nm0136896	person	Altina Schinasi
nm0136919	person	Charles Carey
nm0136989	person	Leslie I. Carey
nm0137011	person	Patrick Carey
nm0137053	person	Vivien Carey
nm0137063	person	Edward Carfagno
nm0137524	person	Lynn Carlin
nm0137528	person	Michael Carlin
nm0137573	person	Lewis John Carlino
nm0138456	person	Robert Carmichael
nm0138770	person	Art Carney
nm0139303	person	Chris Carpenter
nm0139304	person	Claude E. Carpenter
nm0139406	person	Loren Carpenter
nm0139649	person	Cindy Carr
nm0139729	person	James Carr
nm0139979	person	Bernadette Carranza
nm0140264	person	Edward Carrere
nm0140267	person	Fernando Carrere
nm0140643	person	Jean-Claude Carrière
nm0140792	person	Diahann Carroll
nm0140987	person	Sidney Carroll
nm0141379	person	Kira Carstensen
nm0141437	person	Rick Carter
nm0141728	person	John Carter
nm0141806	person	Maurice Carter
nm0141821	person	Michael A. Carter
nm0141921	person	Ruth E. Carter
nm0142200	person	Randy Cartwright
nm0142204	person	Robert Cartwright
nm0142841	person	John Casali
nm0143194	person	Dale Case
nm0143426	person	George Casey
nm0143918	person	Peggy Cass
nm0144203	person	Jay Cassidy
nm0144710	person	Richard S. Castellano
nm0145016	person	Antonio Castillo
nm0146100	person	Daniel B. Cathcart
nm0146216	person	Edwin Catmull
nm0146294	person	Leo Catozzo
nm0146341	person	Peter Cattaneo
nm0146434	person	Pascal Caucheteux
nm0146592	person	Gigi Causey
nm0146600	person	Thomas Causey
nm0146687	person	Tim Cavagin
nm0147022	person	Nick Cave
nm0147119	person	Frank Cavett
nm0147326	person	Bill Cayton
nm0147599	person	Suso Cecchi d'Amico
nm0147601	person	Mario Cecchi Gori
nm0147603	person	Vittorio Cecchi Gori
nm0148437	person	Vincenzo Cerami
nm0148547	person	Stephane Ceretti
nm0148692	person	Karel Černý
nm0149055	person	Bruno Cesari
nm0149126	person	Peter Cetera
nm0149556	person	Ceán Chaffin
nm0149613	person	Claude Chagrin
nm0149615	person	Julian Chagrin
nm0150077	person	Michel Chalufour
nm0150357	person	John Chambers
nm0150905	person	George B. Chan
nm0151310	person	Harry Chandlee
nm0151434	person	Michael A. Chandler
nm0151452	person	Raymond Chandler
nm0151513	person	Chandrabose
nm0151858	person	William Chang
nm0151919	person	Carol Channing
nm0151925	person	Simon Channing-Williams
nm0152145	person	Georges Chaperot
nm0152312	person	Brenda Chapman
nm0152326	person	Christopher Chapman
nm0152382	person	Greg Chapman
nm0152396	person	Jan Chapman
nm0152450	person	Linda Chapman
nm0152469	person	Michael Chapman
nm0152579	person	Tim Chappel
nm0152844	person	Benoît Charest
nm0152900	person	Phil Charig
nm0153263	person	César Charlone
nm0153335	person	Roy Charman
nm0153590	person	Robert Chartoff
nm0153698	person	Borden Chase
nm0153793	person	Ken Chase
nm0153899	person	Debra Chasnoff
nm0154183	person	Ruth Chatterton
nm0154665	person	Paddy Chayefsky
nm0155011	person	Michael Chekhov
nm0155020	person	Ara Chekmayan
nm0155259	person	Jerome Chen
nm0155275	person	Judy Chin
nm0156134	person	Jack Chertok
nm0156276	person	Matt Chesse
nm0156417	person	Lionel Chetwynd
nm0156777	person	Bernard Chevry
nm0156816	person	Richard Chew
nm0156956	person	Doug Chiang
nm0156981	person	S. Leo Chiang
nm0157061	person	Mario Chiari
nm0157408	person	Chikaya Inoue
nm0157575	person	Martin Childs
nm0157670	person	Colin Chilvers
nm0157934	person	Jonathan Chinn
nm0158966	person	Lisa Cholodenko
nm0158984	person	Sylvain Chomet
nm0159563	person	Christine Choy
nm0159617	person	Henri Chrétien
nm0159900	person	Shawn Christensen
nm0160157	person	Christian E. Christiansen
nm0160425	person	Lisy Christl
nm0160466	person	Cyril Christo
nm0160559	person	Frank Christopher
nm0160928	person	Richard Chuang
nm0161055	person	Grigori Chukhrai
nm0161430	person	Frank Churchill
nm0161497	person	Lisa Zeno Churgin
nm0161834	person	Derek Cianfrance
nm0162283	person	Diane Cilento
nm0162414	person	Robert Snyder
nm0162484	person	August Cinquegrana
nm0163087	person	Terry Claborn
nm0163617	person	Al Clark
nm0163748	person	Candy Clark
nm0163754	person	Carroll Clark
nm0163771	person	Chris Clark
nm0163797	person	Curtis Clark
nm0163820	person	Daniel B. Clark
nm0164044	person	James B. Clark
nm0164083	person	Jim Clark
nm0164571	person	Tony Clark
nm0164690	person	Charles G. Clarke
nm0164885	person	Malcolm Clarke
nm0164999	person	Shirley Clarke
nm0165021	person	T. E. B. Clarke
nm0165101	person	Patricia Clarkson
nm0165197	person	Robert Clatworthy
nm0165263	person	Paul Claudon
nm0165385	person	Antoni Clavé
nm0165470	person	Elliott J. Clawson
nm0165651	person	Adam Clayton
nm0165855	person	Kevin F. Cleary
nm0166161	person	Pia Clemente
nm0166256	person	Ron Clements
nm0167061	person	Leon Clore
nm0167195	person	Robert Clouse
nm0167280	person	Daniel Clowes
nm0167613	person	Anne V. Coates
nm0167641	person	John Coates
nm0167915	person	Becky Sullivan
nm0168379	person	Jay Cocks
nm0168394	person	James Coco
nm0168641	person	Fred Coe
nm0168642	person	George Coe
nm0168759	person	Franklin Coen
nm0168819	person	Grady Cofer
nm0168829	person	Lenore J. Coffee
nm0169000	person	Dan Cogan
nm0169260	person	Bruce Cohen
nm0169299	person	Danny Cohen
nm0169344	person	Edward Colman
nm0169474	person	Jason Cohen
nm0169505	person	Joel Cohen
nm0169804	person	Susan Hannah Hadary
nm0169806	person	Taika Waititi
nm0169879	person	Alfred A. Cohn
nm0169944	person	Robert Cohn
nm0170223	person	Veniero Colasanti
nm0170401	person	Anthony Coldeway
nm0170584	person	Janet Cole
nm0170973	person	Charles C. Coleman
nm0170990	person	Cy Coleman
nm0171197	person	Rob Coleman
nm0171348	person	Robert F. Colesberry
nm0171614	person	Johnny Colla
nm0171891	person	David Collier
nm0172048	person	Patricia Collinge
nm0172074	person	Pierre Collings
nm0172087	person	Monica Collingwood
nm0172141	person	Anthony Collins
nm0172423	person	Judy Collins
nm0172491	person	Lindsey Collins
nm0172604	person	Pauline Collins
nm0172787	person	Bill Collis
nm0172795	person	Jack T. Collis
nm0172903	person	Ronald Colman
nm0173027	person	Alberto Colombo
nm0173476	person	Thom Colwell
nm0173532	person	Adele Comandini
nm0173533	person	Pete Comandini
nm0173679	person	Betty Comden
nm0173754	person	Samuel M. Comer
nm0173993	person	Betty Compson
nm0174345	person	Richard Condie
nm0174374	person	Bill Condon
nm0174403	person	Kerry Condon
nm0174410	person	Richard Condon
nm0174800	person	Renié
nm0174807	person	Roy Conli
nm0174904	person	Pamela Conn
nm0174934	person	Shane Connaughton
nm0175028	person	Richard Connell
nm0175080	person	Joe Connelly
nm0175091	person	Marc Connelly
nm0175190	person	William S. Conner
nm0175264	person	Bob Connolly
nm0175265	person	Bobby Connolly
nm0175278	person	Donald A. Connolly
nm0175333	person	Myles Connolly
nm0175391	person	Brian Connor
nm0175486	person	Carol Connors
nm0175628	person	Con Conrad
nm0175722	person	Scott Conrad
nm0175852	person	Pat Conroy
nm0175865	person	T.R. Conroy
nm0176408	person	Walt Conti
nm0176732	person	Lyle Conway
nm0176763	person	Richard Conway
nm0176869	person	Steve Coogan
nm0177241	person	Randall William Cook
nm0177251	person	Rob Cook
nm0177256	person	Robert O. Cook
nm0177304	person	T. S. Cook
nm0177397	person	Christian Cooke
nm0177784	person	Tim Cooney
nm0177795	person	David Coons
nm0177813	person	Denys Coop
nm0177896	person	Bradley Cooper
nm0177933	person	Chris Cooper
nm0177934	person	Sy Gomberg
nm0177991	person	Dorree Cooper
nm0178066	person	Gladys Cooper
nm0178114	person	Jackie Cooper
nm0178134	person	Jay Cooper
nm0178260	person	Merian C. Cooper
nm0178716	person	Aaron Copland
nm0178785	person	Alec Coppel
nm0178874	person	Carmine Coppola
nm0178910	person	Roman Coppola
nm0179269	person	Chris Corbould
nm0179273	person	Neil Corbould
nm0179274	person	Paul Corbould
nm0179289	person	Ellen Corby
nm0179331	person	James Corcoran
nm0179460	person	Frank Cordell
nm0179681	person	Harry Cordwell
nm0179749	person	Michael Corenblith
nm0179811	person	Phil Cory
nm0179858	person	John Corigliano
nm0180084	person	Kahane Cooperman
nm0180183	person	David Cornelius
nm0180257	person	John Cornell
nm0180278	person	Pamela Cornell
nm0180355	person	Martial Corneville
nm0180644	person	Eugene Corr
nm0181134	person	Bill Corso
nm0181149	person	John W. Corso
nm0181305	person	Valentina Cortese
nm0181650	person	Hank Corwin
nm0181658	person	Norman Corwin
nm0181677	person	Judith A. Cory
nm0181688	person	Ray Cory
nm0181832	person	Jack Cosgrove
nm0181885	person	Sam Coslow
nm0182535	person	Dianna Costello
nm0182839	person	Marion Cotillard
nm0183196	person	Gerald Cotts
nm0183244	person	Lionel Couch
nm0183307	person	Jack Couffer
nm0183418	person	Mark Coulier
nm0183533	person	Michael Coulter
nm0183822	person	Tom Courtenay
nm0183871	person	Steve Courtley
nm0184150	person	Jacques Cousteau
nm0184323	person	Bill Couturié
nm0184612	person	Paul Cowan
nm0184939	person	Brian Cox
nm0185088	person	Joel Cox
nm0185090	person	John Cox
nm0185092	person	John Cox
nm0185583	person	James Crabe
nm0185954	person	Michael Craig
nm0185976	person	Peter Craig
nm0186023	person	Stuart Craig
nm0186118	person	Mildred Cram
nm0186124	person	Nico Crama
nm0186477	person	David Crank
nm0186505	person	Bryan Cranston
nm0187008	person	F. R. Crawley
nm0187018	person	Lol Crawley
nm0187098	person	Gethin Creagh
nm0187169	person	William J. Creber
nm0187594	person	Luke Cresswell
nm0187769	person	Charles Crichton
nm0187954	person	Douglas Crise
nm0187981	person	Donald Crisp
nm0188098	person	Gabriella Cristiani
nm0188219	person	Keith Critchlow
nm0188729	person	Jeff Cronenweth
nm0188891	person	David Crookham
nm0188963	person	Tim Crosbie
nm0189131	person	Christopher Cross
nm0189285	person	Tom Cross
nm0189313	person	Rupert Crosse
nm0189337	person	Callie Crossley
nm0189366	person	David Crossman
nm0189428	person	Andraé Crouch
nm0189493	person	John Crouse
nm0189764	person	Michael Crowley
nm0189769	person	Nathan Crowley
nm0189973	person	Art Cruickshank
nm0190096	person	Owen Crump
nm0190725	person	Stephen Csillag
nm0190859	person	Alfonso Cuarón
nm0190860	person	Carlos Cuarón
nm0190966	person	Patricia Cuccia
nm0191462	person	Edward F. Cullen
nm0191899	person	Irving Cummings
nm0191901	person	Jack Cummings
nm0191944	person	Quinn Cummings
nm0192253	person	Carolynne Cunningham
nm0192942	person	Brian Currie
nm0193224	person	Valerie Curtin
nm0193485	person	Richard Curtis
nm0193533	person	Bernard Schwartz
nm0193562	person	Edward Curtiss
nm0193650	person	Pud Cusack
nm0194446	person	Peter Czernin
nm0194569	person	Fernando Cámara
nm0194875	person	Albert S. D'Agostino
nm0195180	person	Hallie D'Amore
nm0195310	person	Alan D'Angerio
nm0195358	person	Philip D'Antoni
nm0195451	person	Marcus D'Arcy
nm0195496	person	Harry d'Abbadie d'Arrast
nm0195588	person	Carmen D'Avino
nm0195618	person	Jean d'Eaubonne
nm0195751	person	Alain Majani d'Inguimbert
nm0196119	person	Don DaGradi
nm0196536	person	Morton DaCosta
nm0196664	person	Anja Daelemans
nm0196980	person	Tom E. Dahl
nm0197257	person	Bina Daigeler
nm0197314	person	Dan Dailey
nm0197636	person	Stephen Daldry
nm0197703	person	J. Miles Dale
nm0197715	person	Jim Dale
nm0197907	person	Mac Dalgleish
nm0197982	person	John Dall
nm0198106	person	Horst Dallmayr
nm0198202	person	Ian Dalrymple
nm0198245	person	Burt Dalton
nm0198335	person	Phyllis Dalton
nm0198395	person	Robert Dalva
nm0198514	person	Tom Daly
nm0198632	person	Bill Damaschke
nm0198991	person	Mel Damski
nm0199268	person	Dorothy Dandridge
nm0199304	person	Clemence Dane
nm0199437	person	Nena Danevic
nm0199453	person	Jim Danforth
nm0199492	person	Keith A. Wester
nm0199614	person	Eliot Daniel
nm0199629	person	Frank Daniel
nm0199635	person	Gordon Daniel
nm0199760	person	Gaetano Daniele
nm0199926	person	Eric Daniels
nm0200005	person	Lee Daniels
nm0200125	person	William H. Daniels
nm0200464	person	Ambra Danon
nm0200473	person	Marcello Danon
nm0200500	person	Pepe Danquart
nm0200978	person	Jonathan Darby
nm0201239	person	Bobby Darin
nm0201419	person	William S. Darling
nm0201757	person	Julie Dartnell
nm0202088	person	Jules Dassin
nm0202229	person	Philip Dauber
nm0202695	person	Allen M. Davey
nm0202704	person	Bruce Davey
nm0202845	person	Chris David
nm0202910	person	Hal David
nm0202988	person	Mack David
nm0203215	person	Adam Davidson
nm0203262	person	Carson Davidson
nm0203400	person	Kief Davidson
nm0203482	person	Roy Davidson
nm0203766	person	Jack Davies
nm0203903	person	Peter Maxwell Davies
nm0203990	person	Suzie Davies
nm0203995	person	Tessa Davies
nm0204016	person	Valentine Davies
nm0204424	person	Dane Davis
nm0204608	person	Frank Davis
nm0204649	person	George Davis
nm0204884	person	John A. Davis
nm0204934	person	Kate Davis
nm0205021	person	Lemuel Davis
nm0205282	person	Peter Davis
nm0205446	person	Sharen Davis
nm0205468	person	Sidney Davis
nm0205626	person	Viola Davis
nm0206015	person	Jeff Dawn
nm0206067	person	Beatrice Dawson
nm0206154	person	Jeremy Dawson
nm0206207	person	Michael Dawson
nm0206238	person	Ralph Dawson
nm0206554	person	Richard Day
nm0206772	person	Richard Dayton
nm0206866	person	Beatrice De Alba
nm0207108	person	Emile de Antonio
nm0207487	person	Erik-Jan de Boer
nm0208086	person	Ennio de Concini
nm0208343	person	Raymond De Felitta
nm0208418	person	Lee de Forest
nm0209569	person	Dino De Laurentiis
nm0209633	person	Antonello De Leo
nm0210189	person	Maria De Matteis
nm0210320	person	Kirk DeMicco
nm0210867	person	Suzanne de Passe
nm0210877	person	Gene de Paul
nm0211197	person	Richard de Rochemont
nm0211459	person	Giuseppe De Santis
nm0211920	person	Marina de Tavira
nm0211964	person	André de Toth
nm0212113	person	Robert De Vestel
nm0212151	person	Willy DeVille
nm0212246	person	Christopher De Vore
nm0212856	person	Lisa Dean
nm0212990	person	Lydia Dean Pilcher
nm0213076	person	Rena DeAngelo
nm0213139	person	James Dearden
nm0213263	person	Dick Deats
nm0213450	person	Dean DeBlois
nm0213754	person	Stefan Dechant
nm0214014	person	Andrew DeCristofaro
nm0214043	person	John DeCuir, Sr.
nm0214303	person	Michael Deeley
nm0214625	person	Francisco Delgado López
nm0214912	person	Patricia Dehaney
nm0214989	person	Paul Dehn
nm0215455	person	Ronnie del Carmen
nm0216142	person	Agnès Delahaie
nm0216212	person	Rosine Delamare
nm0216467	person	Carlos Delarios
nm0216632	person	Bruno Delbonnel
nm0216699	person	Dan DeLeeuw
nm0217568	person	Viña Delmar
nm0217959	person	Hervé de Luze
nm0218131	person	William Demarest
nm0218695	person	Leelai Demoz
nm0218714	person	Ceci Dempsey
nm0218840	person	Jacques Demy
nm0218899	person	Deborah La Mia Denaver
nm0218973	person	Michael Denecke
nm0219096	person	John DeNicola
nm0219703	person	Thomas F. Denove
nm0219720	person	Pen Densham
nm0220039	person	David H. DePatie
nm0220540	person	Tony DeRose
nm0220984	person	Linda DeScenna
nm0221042	person	Caleb Deschanel
nm0221235	person	Osvaldo Desideri
nm0221865	person	Buddy DeSylva
nm0221890	person	George DeTitta, Jr.
nm0221891	person	George DeTitta Sr.
nm0221897	person	Paul Detlefsen
nm0221898	person	John S. Detlie
nm0222079	person	Helen Deutsch
nm0222354	person	Devereux Jennings
nm0222383	person	Tamara Deverell
nm0222681	person	James A. DeVinney
nm0222818	person	Peter J. Devlin
nm0222862	person	Aymeric Devoldère
nm0223123	person	Donna Dewey
nm0223814	person	Paola di Florio
nm0223907	person	Edmund DiGiulio
nm0224298	person	Al DiSarro
nm0224448	person	Louis Diage
nm0224634	person	I. A. L. Diamond
nm0224683	person	Matthew Diamond
nm0224878	person	Larry Dias
nm0225004	person	Ken Diaz
nm0225269	person	Kirby Dick
nm0225312	person	Roger Dicken
nm0225323	person	Chris Dickens
nm0225555	person	Thorold Dickinson
nm0225630	person	Deborah Dickson
nm0225699	person	Ngila Dickson
nm0225824	person	Dido
nm0225952	person	Gaston Diehl
nm0226189	person	William Dieterle
nm0226457	person	David DiFrancesco
nm0226538	person	John Dighton
nm0226564	person	Don Digirolamo
nm0226896	person	Leslie Dilley
nm0226973	person	Carmen Dillon
nm0227039	person	Melinda Dillon
nm0227139	person	John R. Dilworth
nm0227548	person	Nancy Dine
nm0228039	person	Christian Dior
nm0228047	person	Rick Dior
nm0228122	person	Vince DiPersio
nm0228201	person	Karel Dirka
nm0228545	person	Les Dittert
nm0228715	person	Richard Dix
nm0228999	person	Vernon Dixon
nm0229319	person	Maria Djurkovic
nm0229424	person	Edward Dmytryk
nm0229553	person	Warren Doane
nm0229990	person	David Dockendorf
nm0230032	person	Pete Docter
nm0230045	person	Anthony Dod Mantle
nm0230564	person	Eddie Doherty
nm0231000	person	Gail Dolgin
nm0231248	person	Willy Holt
nm0231357	person	Jan Domela
nm0231458	person	Colman Domingo
nm0231934	person	Chris Donahue
nm0232164	person	Walter Donaldson
nm0232196	person	Robert Donat
nm0232219	person	Danilo Donati
nm0232466	person	Donfeld
nm0232472	person	Arthur Dong
nm0232561	person	John C. Donkin
nm0232644	person	Naomi Donne
nm0232945	person	Arlene Donovan
nm0233035	person	Michael Donovan
nm0233386	person	Lindsay Doran
nm0233648	person	Charles Dorian
nm0233754	person	Jean-Pierre Dorleac
nm0233827	person	Dody Dorn
nm0233913	person	Roger Dorney
nm0233920	person	Robert Dornhelm
nm0234608	person	Douglas Z. Doty
nm0234995	person	Clare Douglas
nm0235045	person	Everett Douglas
nm0235070	person	Haldane Douglas
nm0235683	person	Nancy Dowd
nm0235688	person	Ross Dowd
nm0235722	person	Linda Dowds
nm0235771	person	John W. Dower
nm0236386	person	James Doyle
nm0236462	person	Patrick Doyle
nm0236541	person	Lamont Dozier
nm0236695	person	Nedeljko Dragić
nm0236740	person	Carmen Dragon
nm0236909	person	Geoffrey Drake
nm0237225	person	Jay Dratler
nm0237393	person	Carl Dreher
nm0237410	person	Alex W. Drehsler
nm0237412	person	Bari Dreiband-Burman
nm0237417	person	Hans Dreier
nm0237571	person	Louise Dresser
nm0237597	person	Marie Dressler
nm0237774	person	Doug Drexler
nm0237779	person	Jorge Drexler
nm0237895	person	Paul Driessen
nm0237985	person	Bobby Driscoll
nm0238151	person	Tim Drnec
nm0238531	person	Robert Drumheller
nm0238698	person	Stuart Dryburgh
nm0238734	person	David Dryer
nm0238743	person	Susan Warms Dryfoos
nm0238845	person	Raoul Pene Du Bois
nm0238941	person	Marc du Pontavice
nm0239277	person	Daniel Dubiecki
nm0239571	person	Helene Dubreuil
nm0239707	person	Jean-Louis Ducarme
nm0240183	person	Nick Dudman
nm0240196	person	Michaël Dudok de Wit
nm0240237	person	Randall Duell
nm0240292	person	Chris Duesterdiek
nm0240416	person	Tom Duff
nm0240534	person	Gerald Duffy
nm0241121	person	Jean Dujardin
nm0241338	person	Orville O. Dull
